Name,ASCII Name,Population,Coordinates
Milano Marittima,Milano Marittima,1524,"44.27409, 12.35172"
Miazzina,Miazzina,369,"45.97566, 8.52308"
Mezzanino,Mezzanino,985,"45.12489, 9.20497"
Mercenasco,Mercenasco,862,"45.36002, 7.88013"
Mercato San Severino,Mercato San Severino,11473,"40.78468, 14.75369"
Menconico,Menconico,58,"44.79656, 9.27946"
Mazze,Mazze,1324,"45.30025, 7.93272"
Matelica,Matelica,8891,"43.25788, 13.0075"
Massenzatico,Massenzatico,2411,"44.73477, 10.69736"
Massa Martana,Massa Martana,1221,"42.77312, 12.52579"
Maschito,Maschito,1611,"40.90892, 15.82946"
Marsico Nuovo,Marsico Nuovo,1574,"40.42359, 15.73462"
Marotta,Marotta,6465,"43.76397, 13.14772"
Marlengo,Marlengo,1942,"46.65262, 11.14546"
Mariano Comense,Mariano Comense,22643,"45.69651, 9.1818"
Marcon-Gaggio-Colmello,Marcon-Gaggio-Colmello,12565,"45.56444, 12.29889"
Maranello,Maranello,9228,"44.53101, 10.86888"
Mairano,Mairano,795,"45.35794, 9.06939"
Magione,Magione,6363,"43.14179, 12.21169"
Macchia d'Isernia,Macchia d'Isernia,841,"41.56057, 14.17015"
Loreto Aprutino,Loreto Aprutino,3930,"42.43104, 13.98057"
Lomello,Lomello,2065,"45.12001, 8.79612"
Leonessa,Leonessa,1118,"42.56855, 12.95996"
Lardirago,Lardirago,1186,"45.23572, 9.23272"
Lanuvio,Lanuvio,6467,"41.67297, 12.69403"
Isolabona,Isolabona,502,"43.88076, 7.63993"
Grazzanise,Grazzanise,5378,"41.0897, 14.09878"
Gorla Maggiore,Gorla Maggiore,5043,"45.66388, 8.89537"
Giurdignano,Giurdignano,1836,"40.12367, 18.43155"
Gazzaniga,Gazzaniga,3788,"45.79339, 9.82976"
Garlasco,Garlasco,8607,"45.1954, 8.92314"
Garessio,Garessio,2612,"44.20705, 8.01778"
Ganna,Ganna,661,"45.90212, 8.82606"
Collefontana-Fontana Liri Inferiore,Collefontana-Fontana Liri Inferiore,2532,"41.61166, 13.54945"
Fognano,Fognano,1400,"44.20509, 11.73782"
Fisciano,Fisciano,709,"40.77175, 14.79454"
Filottrano,Filottrano,5637,"43.43553, 13.35141"
Fasano,Fasano,22593,"40.83625, 17.36007"
Exilles,Exilles,139,"45.09754, 6.9292"
Eraclea,Eraclea,4104,"45.57766, 12.6732"
Emarese,Emarese,39,"45.72489, 7.68976"
Dego,Dego,1131,"44.44455, 8.30761"
Crissolo,Crissolo,210,"44.69953, 7.15602"
Crespano del Grappa,Crespano del Grappa,4315,"45.82793, 11.83358"
Concordia sulla Secchia,Concordia sulla Secchia,4832,"44.91258, 10.98802"
Collegno,Collegno,46524,"45.07873, 7.56735"
Colle di Val d'Elsa,Colle di Val d'Elsa,16625,"43.42107, 11.12739"
Colledimacine,Colledimacine,237,"42.0037, 14.20079"
Colle di Fuori,Colle di Fuori,1740,"41.80091, 12.80683"
Colà,Cola,1107,"45.47428, 10.74257"
Cogollo del Cengio,Cogollo del Cengio,3095,"45.78397, 11.42527"
Clusane,Clusane,2196,"45.66247, 10.00005"
Civitanova Alta,Civitanova Alta,2608,"43.31619, 13.67978"
Cimego,Cimego,376,"45.9119, 10.61337"
Cicagna,Cicagna,2057,"44.40714, 9.23917"
Ceto,Ceto,272,"46.00259, 10.35196"
Cesa,Cesa,1387,"43.31624, 11.81262"
Cerese,Cerese,7368,"45.11814, 10.78877"
Cavareno,Cavareno,1026,"46.4078, 11.13934"
Cavallino,Cavallino,7959,"40.3102, 18.20221"
Castel Viscardo,Castel Viscardo,1085,"42.75359, 12.00072"
Castelverde,Castelverde,2903,"45.18753, 9.99693"
Castelnovo di Sotto,Castelnovo di Sotto,7401,"44.81253, 10.56694"
Castelguidone,Castelguidone,349,"41.82258, 14.52286"
Castelbaldo,Castelbaldo,1143,"45.12226, 11.45517"
Casorate Sempione,Casorate Sempione,5696,"45.67079, 8.74513"
Casalvieri,Casalvieri,386,"41.63329, 13.71363"
Casalciprano,Casalciprano,360,"41.58037, 14.52835"
Carpineti,Carpineti,1311,"44.45574, 10.5178"
Carpaneto Piacentino,Carpaneto Piacentino,4802,"44.91355, 9.78703"
Carmignano di Brenta,Carmignano di Brenta,6295,"45.62578, 11.70599"
Carinola,Carinola,1198,"41.18775, 13.9824"
Cargeghe,Cargeghe,604,"40.66894, 8.61521"
Cardano,Cardano,442,"46.49336, 11.39295"
Carbone,Carbone,683,"40.14227, 16.08846"
Capriolo,Capriolo,8817,"45.63333, 9.93189"
Caprese Michelangelo,Caprese Michelangelo,231,"43.64031, 11.98546"
Capranica Prenestina,Capranica Prenestina,215,"41.86285, 12.95077"
Cannalonga,Cannalonga,973,"40.24461, 15.29325"
Caneva,Caneva,6224,"45.97078, 12.45261"
Canazei,Canazei,1001,"46.47627, 11.76929"
Campora,Campora,392,"40.30541, 15.29236"
Caltrano,Caltrano,2422,"45.77346, 11.4557"
Caldes,Caldes,561,"46.36686, 10.94037"
Calderara di Reno,Calderara di Reno,6287,"44.56307, 11.27111"
Busana,Busana,240,"44.36886, 10.32339"
Grand Brissogne,Grand Brissogne,95,"45.72566, 7.3926"
Breguzzo,Breguzzo,545,"46.00679, 10.69761"
Pregola,Pregola,28,"44.75069, 9.28223"
Boville Ernica,Boville Ernica,918,"41.64252, 13.4727"
Borgo Ticino,Borgo Ticino,3997,"45.68931, 8.60448"
Borgonuovo,Borgonuovo,4217,"44.43557, 11.27069"
Bore,Bore,326,"44.71866, 9.79207"
Bigolino,Bigolino,1541,"45.86669, 12.01693"
Benetutti,Benetutti,1962,"40.45689, 9.16754"
Baselga di Pinè,Baselga di Pine,2966,"46.1325, 11.24648"
Barni,Barni,578,"45.91111, 9.26592"
Bardi,Bardi,923,"44.63138, 9.72907"
Balestrino,Balestrino,387,"44.12426, 8.17064"
Bagnolo San Vito,Bagnolo San Vito,1991,"45.08892, 10.87747"
Bagni di Lucca,Bagni di Lucca,3090,"44.00513, 10.5531"
Badia Tedalda,Badia Tedalda,378,"43.70887, 12.18425"
Attimis,Attimis,1019,"46.19022, 13.31127"
Ateleta,Ateleta,606,"41.85435, 14.19806"
Anagni,Anagni,9206,"41.7435, 13.15542"
Albanella,Albanella,1488,"40.47943, 15.11454"
Agazzano,Agazzano,1452,"44.94726, 9.51875"
Affi,Affi,1733,"45.55297, 10.7864"
Acquaviva delle Fonti,Acquaviva delle Fonti,20536,"40.89704, 16.8433"
Acquaviva,Acquaviva,1330,"43.11566, 11.86249"
Acquasparta,Acquasparta,3161,"42.68915, 12.54275"
Aurisina Cave,Aurisina Cave,0,"45.75398, 13.65931"
San Lorenzo Isontino,San Lorenzo Isontino,1546,"45.9302, 13.52517"
Prata di Sotto,Prata di Sotto,0,"45.89073, 12.59591"
Limana,Limana,3128,"46.10039, 12.18552"
Pradamano,Pradamano,3115,"46.03391, 13.30223"
San Giacomo,San Giacomo,1921,"46.17311, 12.98344"
Moraro,Moraro,765,"45.92971, 13.49575"
Motta Camastra,Motta Camastra,587,"37.89431, 15.17008"
Castelnuovo del Garda,Castelnuovo del Garda,5341,"45.43878, 10.75978"
Cardano al Campo,Cardano al Campo,14124,"45.64887, 8.76933"
Vinovo,Vinovo,10173,"44.94674, 7.63252"
San Benedetto Belbo,San Benedetto Belbo,104,"44.49014, 8.05784"
Roure,Roure,897,"45.00214, 7.13161"
Camerano Casasco,Camerano Casasco,494,"44.99165, 8.09103"
Ayas,Ayas,1268,"45.81506, 7.68911"
Montorfano,Montorfano,2531,"45.78638, 9.14374"
Nesso,Nesso,1092,"45.91238, 9.15674"
Bema,Bema,136,"46.10819, 9.56414"
Mezzegra,Mezzegra,952,"45.98168, 9.20514"
Montecalvo Versiggia,Montecalvo Versiggia,555,"44.97206, 9.28536"
Casa Ponte,Casa Ponte,193,"44.87777, 9.16509"
Redavalle,Redavalle,1015,"45.03796, 9.20225"
Ripalta Arpina,Ripalta Arpina,1019,"45.30187, 9.72896"
Ripalta Guerina,Ripalta Guerina,509,"45.30607, 9.70396"
Brione,Brione,142,"45.89488, 10.58975"
Valle e Castello,Valle e Castello,66,"43.0374, 13.08742"
Capraia e Limite,Capraia e Limite,5920,"43.74535, 10.98342"
Tirolo,Tirolo,1149,"46.69102, 11.15427"
Fiumara,Fiumara,1201,"38.21267, 15.69369"
Castiraga Vidardo,Castiraga Vidardo,1633,"45.25727, 9.40456"
Pocapaglia,Pocapaglia,699,"44.71524, 7.88293"
Avolasca,Avolasca,66,"44.80315, 8.96545"
Sezzadio,Sezzadio,1107,"44.78485, 8.57255"
Brenta,Brenta,1798,"45.89418, 8.68373"
Segusino,Segusino,1692,"45.91701, 11.9556"
Rocca Santo Stefano,Rocca Santo Stefano,889,"41.91052, 13.02379"
Angrogna,Angrogna,28,"44.84354, 7.22422"
Capiago-Intimiano-Olmeda,Capiago-Intimiano-Olmeda,5270,"45.76898, 9.12764"
Guanzate,Guanzate,5548,"45.72758, 9.01984"
Lipomo,Lipomo,5508,"45.79288, 9.12024"
Berzo San Fermo,Berzo San Fermo,1211,"45.71938, 9.90316"
Credaro,Credaro,2250,"45.66058, 9.93106"
Lurano,Lurano,2486,"45.56568, 9.64016"
Borgarello,Borgarello,2485,"45.24066, 9.14055"
Bieno,Bieno,373,"46.08151, 11.55609"
Poggiorsini,Poggiorsini,1367,"40.91403, 16.25605"
Motta d'Affermo,Motta d'Affermo,619,"37.98096, 14.30337"
Valverde,Valverde,4913,"37.57695, 15.12419"
Ragalna,Ragalna,3302,"37.63455, 14.94698"
Seppiana,Seppiana,145,"46.05828, 8.21661"
La Cassa,La Cassa,1312,"45.18035, 7.51632"
Cervatto,Cervatto,22,"45.88297, 8.16232"
Cossano Belbo,Cossano Belbo,323,"44.66884, 8.19864"
Trezzo Tinella,Trezzo Tinella,55,"44.67704, 8.10754"
Vicoforte,Vicoforte,2130,"44.36393, 7.86264"
Villanova Solaro,Villanova Solaro,552,"44.72994, 7.57443"
Vottignasco,Vottignasco,267,"44.56413, 7.57913"
Castelleone di Suasa,Castelleone di Suasa,1177,"43.60816, 12.97796"
Force,Force,722,"42.96095, 13.48768"
Carbonara di Nola,Carbonara di Nola,1960,"40.87441, 14.57884"
Rosazza,Rosazza,87,"45.67576, 7.97712"
Rodero,Rodero,1102,"45.82398, 8.91523"
San Secondo di Pinerolo,San Secondo di Pinerolo,1447,"44.86644, 7.29842"
Arguello,Arguello,8,"44.58274, 8.11084"
Brondello,Brondello,95,"44.60073, 7.40592"
Caramagna Piemonte,Caramagna Piemonte,2464,"44.78224, 7.73943"
Nova Siri Scalo,Nova Siri Scalo,4862,"40.13177, 16.63593"
Grottola,Grottola,995,"41.31708, 14.04121"
Ca' Savio,Ca' Savio,5737,"45.45375, 12.45729"
Colombiera-Molicciara,Colombiera-Molicciara,6945,"44.0875, 10.01037"
Belvedere,Belvedere,6878,"45.69001, 11.7718"
Regoledo,Regoledo,4621,"46.13319, 9.54597"
Onè,One,4009,"45.78374, 11.87404"
Capezzano-Cologna,Capezzano-Cologna,3023,"40.71518, 14.77364"
Limidi,Limidi,3009,"44.76427, 10.92002"
Bolognano-Vignole,Bolognano-Vignole,2752,"45.91196, 10.90497"
Capriano,Capriano,2296,"45.72298, 9.25526"
Sant'Agata Martesana,Sant'Agata Martesana,2060,"45.5222, 9.38382"
Colle Campano-Scrima,Colle Campano-Scrima,1958,"41.62364, 13.46336"
Savarna-Conventello,Savarna-Conventello,1850,"44.50717, 12.10621"
Campanella-Gianforma,Campanella-Gianforma,1750,"36.9263, 14.8336"
Ca' Rainati,Ca' Rainati,1719,"45.75764, 11.85113"
San Fedele-Lusignano,San Fedele-Lusignano,1585,"44.04559, 8.18078"
Piegolelle-San Bartolomeo,Piegolelle-San Bartolomeo,1525,"40.68583, 14.82312"
Villanova,Villanova,1521,"43.73926, 12.93529"
San Bartolomeo,San Bartolomeo,1488,"41.81409, 12.91745"
Villa Fontana,Villa Fontana,1453,"44.49455, 11.60885"
Costaroni,Costaroni,1439,"42.07819, 12.53712"
Rettifilo-Vannullo,Rettifilo-Vannullo,1425,"40.45125, 15.02794"
Borgo Massano,Borgo Massano,1302,"43.82495, 12.67961"
Belforte,Belforte,1061,"45.08097, 10.56156"
Casalini,Casalini,1056,"40.73777, 17.47062"
Villaggio Montegrappa,Villaggio Montegrappa,1043,"45.54643, 11.61428"
Leone-Santa Elisabetta,Leone-Santa Elisabetta,1041,"46.73166, 11.64944"
La Place,La Place,1026,"45.65414, 7.68414"
Sant'Antonio,Sant'Antonio,1001,"45.40434, 10.35557"
Tettorosso,Tettorosso,945,"44.47284, 7.34291"
Agliano,Agliano,897,"44.79164, 8.25124"
Feglino,Feglino,582,"44.21849, 8.32436"
Sirta,Sirta,438,"46.15823, 9.66109"
Progetto Case Sassa Nsi,Progetto Case Sassa Nsi,1180,"42.3656, 13.31509"
Marina di Altidona,Marina di Altidona,2154,"43.10602, 13.83454"
Neive-Borgonovo,Neive-Borgonovo,1806,"44.72397, 8.1178"
Beli Manastir,Beli Manastir,6327,"45.77, 18.60361"
Greda,Greda,1015,"43.61528, 16.69361"
Gornji Vinjani,Gornji Vinjani,1157,"43.48361, 17.23583"
Milanovac,Milanovac,1515,"45.79972, 17.38694"
Savska Ves,Savska Ves,1165,"46.372, 16.42715"
Sroki,Sroki,1979,"45.38873, 14.38119"
Doluš,Dolus,5,"45.50055, 14.91448"
Tiszakarád,Tiszakarad,2522,"48.2, 21.71667"
Tiszaföldvár,Tiszafoldvar,11873,"46.98333, 20.25"
Tiszacsege,Tiszacsege,4961,"47.7, 21.0"
Téglás,Teglas,6285,"47.71667, 21.68333"
Szegvár,Szegvar,4385,"46.5874, 20.22408"
Sárospatak,Sarospatak,11886,"48.3245, 21.57383"
Rudabánya,Rudabanya,2941,"48.38333, 20.63333"
Pétervására,Petervasara,2568,"48.01667, 20.1"
Kunágota,Kunagota,2951,"46.43333, 21.05"
Kótaj,Kotaj,4553,"48.05, 21.71667"
Jászalsószentgyörgy,Jaszalsoszentgyorgy,3777,"47.36667, 20.1"
Békéscsaba,Bekescsaba,59732,"46.68333, 21.1"
Anarcs,Anarcs,2021,"48.17642, 22.11167"
Üllés,Ulles,3145,"46.33611, 19.84454"
Tárnok,Tarnok,7990,"47.37327, 18.84579"
Tápiószele,Tapioszele,6214,"47.33609, 19.87724"
Tápiószecső,Tapioszecso,6628,"47.45, 19.60923"
Szombathely,Szombathely,78025,"47.23088, 16.62155"
Szentgálpuszta,Szentgalpuszta,2815,"46.37479, 18.62601"
Székesfehérvár,Szekesfehervar,101600,"47.18995, 18.41034"
Szabadszállás,Szabadszallas,6605,"46.87575, 19.22324"
Seregélyes,Seregelyes,4539,"47.1105, 18.565"
Sárisáp,Sarisap,2911,"47.677, 18.67933"
Romhány,Romhany,2421,"47.92618, 19.25723"
Pilis,Pilis,11102,"47.28904, 19.54848"
Páty,Paty,5475,"47.51709, 18.82851"
Monor,Monor,21720,"47.35133, 19.44733"
Lánycsók,Lanycsok,2707,"46.00543, 18.62526"
Lajosmizse,Lajosmizse,11034,"47.02133, 19.56171"
Kisszállás,Kisszallas,2846,"46.28009, 19.48954"
Galgamácsa,Galgamacsa,2061,"47.69562, 19.38724"
Dorog,Dorog,12658,"47.72095, 18.73641"
Bölcske,Bolcske,2946,"46.74102, 18.96736"
Bakonyszentlászló,Bakonyszentlaszlo,1913,"47.38901, 17.80321"
Baj,Baj,2664,"47.64593, 18.3641"
Tallaght,Tallaght,80339,"53.2859, -6.37344"
Leifear,Leifear,1658,"54.83194, -7.48361"
Kinnegad,Kinnegad,2662,"53.45222, -7.09972"
Crumlin,Crumlin,11294,"53.32154, -6.31439"
Clonakilty,Clonakilty,4592,"51.62306, -8.87056"
Castlebridge,Castlebridge,1840,"52.38639, -6.44944"
Carrick-on-Suir,Carrick-on-Suir,5771,"52.34917, -7.41306"
Bundoran,Bundoran,1963,"54.47782, -8.28094"
Ashbourne,Ashbourne,12679,"53.51163, -6.39821"
Sandyford,Sandyford,22288,"53.2747, -6.2253"
Artane,Artane,5328,"53.38712, -6.2138"
Ballymun,Ballymun,6262,"53.39807, -6.26693"
Rialto,Rialto,3652,"53.33625, -6.29718"
Charlesland,Charlesland,1800,"53.12771, -6.06347"
Moyross,Moyross,4448,"52.68198, -8.63955"
Ballisodare,Ballisodare,1344,"54.2111, -8.50865"
Viagrande,Viagrande,6880,"37.61032, 15.09794"
Tiggiano,Tiggiano,2822,"39.90284, 18.36501"
Serrenti,Serrenti,4819,"39.49277, 8.97659"
Scalea,Scalea,9344,"39.80605, 15.79635"
San Vito,San Vito,3396,"39.44142, 9.54065"
Sant'Angelo Muxaro,Sant'Angelo Muxaro,1350,"37.48014, 13.54554"
San Pietro in Amantea,San Pietro in Amantea,206,"39.13658, 16.11243"
San Fili,San Fili,1275,"39.33971, 16.14448"
Županja,Zupanja,9153,"45.0775, 18.6975"
Zabok,Zabok,3408,"46.02626, 15.90391"
Velika Ostrna,Velika Ostrna,1136,"45.78752, 16.28139"
Velika Gorica,Velika Gorica,30036,"45.7125, 16.07556"
Trpinja,Trpinja,1130,"45.41917, 18.89917"
Tkon,Tkon,662,"43.92096, 15.41761"
Korenica,Korenica,1563,"44.74389, 15.70972"
Srinjine,Srinjine,1199,"43.49366, 16.60311"
Skradin,Skradin,508,"43.82028, 15.92361"
Pićan,Pican,304,"45.20611, 14.04278"
Petrovsko,Petrovsko,197,"46.16806, 15.84083"
Omiš,Omis,5985,"43.44472, 16.68861"
Novi Marof,Novi Marof,1810,"46.16194, 16.33028"
Novigrad,Novigrad,2292,"45.315, 13.55806"
Lanišće,Lanisce,68,"45.40722, 14.11639"
Križ,Kriz,1604,"45.665, 16.52333"
Krapinske Toplice,Krapinske Toplice,1257,"46.09333, 15.84333"
Krapina,Krapina,4201,"46.16083, 15.87889"
Kaštelir,Kastelir,305,"45.30333, 13.68528"
Karlobag,Karlobag,368,"44.5275, 15.07389"
Galovac,Galovac,1258,"44.07139, 15.39333"
Fažana,Fazana,1788,"44.92742, 13.80349"
Ðurmanec,Durmanec,786,"46.19639, 15.84083"
Cerna,Cerna,3019,"45.18194, 18.68944"
Cerić,Ceric,1292,"45.31139, 18.85611"
Čepin,Cepin,8001,"45.52403, 18.57762"
Železná Ruda,Zelezna Ruda,2096,"49.13743, 13.2352"
Zbraslav,Zbraslav,1285,"49.22155, 16.29415"
Zaječov,Zajecov,1435,"49.77435, 13.84072"
Záhorovice,Zahorovice,1058,"49.02266, 17.77922"
Zabrušany,Zabrusany,1108,"50.60495, 13.78748"
Vysoké nad Jizerou,Vysoke nad Jizerou,1363,"50.68559, 15.40152"
Vlkoš,Vlkos,1052,"48.9896, 17.16356"
Velim,Velim,2021,"50.05965, 15.10711"
Únanov,Unanov,1093,"48.90082, 16.06351"
Újezd,Ujezd,1341,"49.76397, 17.1804"
Tichá,Ticha,1585,"49.56999, 18.22148"
Tanvald,Tanvald,6921,"50.73735, 15.30585"
Šumperk,Sumperk,28768,"49.96528, 16.97061"
Střížkov,Strizkov,14069,"50.12674, 14.49363"
Stříbro,Stribro,7689,"49.75565, 12.997"
Štramberk,Stramberk,3380,"49.59181, 18.11741"
Stonava,Stonava,1771,"49.81691, 18.52518"
Staříč,Staric,1906,"49.68594, 18.27281"
Staňkov,Stankov,3026,"49.55348, 13.06976"
Sedlčany,Sedlcany,7836,"49.66057, 14.42664"
Ruda nad Moravou,Ruda nad Moravou,2490,"49.981, 16.87782"
Ondřejov,Ondrejov,1086,"49.90461, 14.7842"
Okříšky,Okrisky,2016,"49.24539, 15.76959"
Nové Strašecí,Nove Straseci,5082,"50.15272, 13.90043"
Nechanice,Nechanice,2183,"50.23737, 15.63276"
Náměšť na Hané,Namest na Hane,1872,"49.60213, 17.06539"
Hallaar,Hallaar,3506,"51.0842, 4.72918"
Haasrode,Haasrode,2970,"50.83169, 4.72953"
Haacht,Haacht,1763,"50.97737, 4.63777"
Grand-Rechain,Grand-Rechain,1433,"50.60765, 5.81108"
Gouvy,Gouvy,4706,"50.186, 5.93917"
Glain,Glain,2905,"50.64772, 5.5438"
Gierle,Gierle,4488,"51.26852, 4.86733"
Francorchamps,Francorchamps,2023,"50.45353, 5.95276"
Forville,Forville,1374,"50.57424, 4.99861"
Forêt,Foret,5240,"50.58387, 5.7"
Fayt-lez-Manage,Fayt-lez-Manage,6040,"50.48698, 4.22959"
Faulx-Les Tombes,Faulx-Les Tombes,1779,"50.42708, 5.02075"
Estaimbourg,Estaimbourg,1508,"50.67998, 3.30785"
Erpe,Erpe,5056,"50.93565, 3.97219"
Ekeren,Ekeren,23300,"51.28087, 4.41813"
De Panne,De Panne,9799,"51.09793, 2.59368"
Dave,Dave,1503,"50.4147, 4.88789"
Dampremy,Dampremy,6716,"50.41705, 4.43092"
Crisnée,Crisnee,2587,"50.71703, 5.39802"
Budingen,Budingen,2569,"50.86509, 5.09847"
Borchtlombeek,Borchtlombeek,2380,"50.8479, 4.13884"
Beloeil,Beloeil,13405,"50.55047, 3.73484"
Anthisnes,Anthisnes,4116,"50.48323, 5.519"
Anhée,Anhee,7125,"50.31039, 4.87827"
Zlatograd,Zlatograd,7331,"41.3795, 25.09605"
Varna,Varna,312770,"43.21667, 27.91667"
Razgrad,Razgrad,38285,"43.53333, 26.51667"
Nevestino,Nevestino,779,"42.25465, 22.84899"
Tsarevo,Tsarevo,6085,"42.16955, 27.84541"
Kilifarevo,Kilifarevo,2497,"42.98333, 25.63333"
Kaynardzha,Kaynardzha,1107,"43.99278, 27.50713"
Ivaylovgrad,Ivaylovgrad,3969,"41.52672, 26.1249"
Sredets,Sredets,9573,"42.34747, 27.17898"
Dzhebel,Dzhebel,3329,"41.49566, 25.30363"
Byala Cherkva,Byala Cherkva,3010,"43.2, 25.3"
Buhovo,Buhovo,3283,"42.76667, 23.56667"
Pazardzhik Town Center,Pazardzhik Town Center,0,"42.19158, 24.33596"
Indura,Indura,1500,"53.4605, 23.8823"
Tsyelyakhany,Tsyelyakhany,4700,"52.5175, 25.8429"
Pruzhany,Pruzhany,19135,"52.55464, 24.45483"
Polatsk,Polatsk,82258,"55.4879, 28.7856"
Luhavaya Slabada,Luhavaya Slabada,1306,"53.7823, 27.8434"
Kapyl’,Kapyl',10500,"53.1516, 27.0913"
Iĺja,Ilja,1800,"54.4167, 27.2958"
Dzyarzhynsk,Dzyarzhynsk,25164,"53.6832, 27.138"
Byarozawka,Byarozawka,11800,"53.72406, 25.49709"
Bierazino,Bierazino,12800,"53.8391, 28.9879"
Babruysk,Babruysk,209675,"53.1384, 29.2214"
Lyasny,Lyasny,15000,"54.0072, 27.6963"
Udënisht,Udenisht,0,"40.96333, 20.63917"
Tregan,Tregan,0,"41.02472, 20.07833"
Trebisht-Muçinë,Trebisht-Mucine,0,"41.41111, 20.53556"
Gjinkar,Gjinkar,3243,"40.19944, 20.40611"
Ostreni i Math,Ostreni i Math,0,"41.43083, 20.45556"
Libohovë,Libohove,3651,"40.03111, 20.26306"
Lazarat,Lazarat,0,"40.04667, 20.1475"
Çorovodë,Corovode,4051,"40.50417, 20.22722"
Çlirim,Clirim,0,"40.4175, 20.55028"
Velabisht,Velabisht,1162,"40.70167, 19.93222"
Tërbuf,Terbuf,0,"41.04, 19.61417"
Ruzhdie,Ruzhdie,0,"40.67083, 19.69833"
Kurjan,Kurjan,0,"40.7175, 19.74556"
Grabjan,Grabjan,0,"40.95306, 19.58083"
Çlirim,Clirim,1097,"40.80951, 19.78419"
Drenovicë,Drenovice,1907,"40.79183, 19.7685"
Cakran,Cakran,0,"40.60333, 19.62611"
Zettling,Zettling,444,"46.9522, 15.4342"
Zell an der Pram,Zell an der Pram,1228,"48.31625, 13.62923"
Wölfnitz,Woelfnitz,5316,"46.66639, 14.25806"
Wildon,Wildon,2652,"46.88333, 15.51667"
Wiener Neustadt,Wiener Neustadt,44820,"47.80485, 16.23196"
Weichselbaum,Weichselbaum,133,"46.9416, 16.1871"
Wattens,Wattens,7881,"47.29419, 11.5907"
Unterstinkenbrunn,Unterstinkenbrunn,560,"48.6677, 16.34607"
Timelkam,Timelkam,3061,"48.00394, 13.6076"
Tiefgraben,Tiefgraben,1585,"47.87385, 13.30591"
Strass,Strass,1336,"48.46667, 15.73333"
Stotzing,Stotzing,840,"47.90688, 16.5458"
Stallhofen,Stallhofen,1231,"47.05, 15.21667"
Staatz,Staatz,0,"48.67617, 16.48726"
Spittal an der Drau,Spittal an der Drau,12880,"46.8, 13.5"
Sollenau,Sollenau,5038,"47.89834, 16.24833"
Sillian,Sillian,1604,"46.75278, 12.42111"
Siezenheim,Siezenheim,2951,"47.81529, 12.99039"
Siegendorf im Burgenland,Siegendorf im Burgenland,2963,"47.78098, 16.54232"
Seefeld in Tirol,Seefeld in Tirol,3440,"47.33016, 11.18786"
Schalchham,Schalchham,1448,"47.99825, 13.67188"
Sankt Radegund bei Graz,Sankt Radegund bei Graz,814,"47.18172, 15.49192"
Sankt Peter in der Au Markt,Sankt Peter in der Au Markt,2040,"48.044, 14.62182"
Sankt Marein bei Neumarkt,Sankt Marein bei Neumarkt,401,"47.06591, 14.42908"
Sankt Johann in der Haide,Sankt Johann in der Haide,862,"47.2808, 16.02579"
Sankt Georgen am Fillmannsbach,Sankt Georgen am Fillmannsbach,96,"48.1256, 13.00811"
Sankt Andrä vor dem Hagenthale,Sankt Andrae vor dem Hagenthale,1692,"48.32202, 16.20724"
Reinsberg,Reinsberg,477,"47.98567, 15.07067"
Reichendorf,Reichendorf,614,"47.18922, 15.7616"
Raaba,Raaba,2194,"47.03333, 15.5"
Puntigam,Puntigam,8647,"47.03333, 15.43333"
Puchheim,Puchheim,2904,"48.0, 13.71667"
Pottenstein,Pottenstein,2495,"47.9582, 16.0948"
Pöchlarn,Poechlarn,3515,"48.2, 15.2"
Pitten,Pitten,1956,"47.71667, 16.18333"
Pernitz,Pernitz,2356,"47.89759, 15.96022"
Paudorf,Paudorf,895,"48.35416, 15.61853"
Pabneukirchen,Pabneukirchen,497,"48.32367, 14.81747"
Ottakring,Ottakring,104627,"48.21667, 16.3"
Oppenberg,Oppenberg,232,"47.48333, 14.26667"
Obersiebenbrunn,Obersiebenbrunn,1708,"48.26537, 16.71076"
Oberpremstätten,Oberpremstaetten,1243,"46.97444, 15.40444"
Pettnau,Pettnau,1047,"47.29204, 11.15962"
Neutal,Neutal,1094,"47.54548, 16.44619"
Nauders,Nauders,1542,"46.88859, 10.50126"
Mitterbach am Erlaufsee,Mitterbach am Erlaufsee,0,"47.81396, 15.29537"
Michelhausen,Michelhausen,1107,"48.29085, 15.93893"
Michaelnbach,Michaelnbach,383,"48.28788, 13.83144"
Markt Neuhodis,Markt Neuhodis,526,"47.29565, 16.39564"
Mailberg,Mailberg,558,"48.67379, 16.18132"
Lermoos,Lermoos,1075,"47.40358, 10.8807"
Leopoldsdorf,Leopoldsdorf,5078,"48.11557, 16.39126"
Leoben,Leoben,8264,"47.3765, 15.09144"
Lassee,Lassee,2379,"48.22479, 16.8223"
Langenwang,Langenwang,3119,"47.56667, 15.61667"
Kraubath an der Mur,Kraubath an der Mur,995,"47.3, 14.93333"
Königsdorf,Koenigsdorf,720,"47.0025, 16.1682"
Köflach,Koeflach,4375,"47.06667, 15.08333"
Kematen an der Krems,Kematen an der Krems,1613,"48.1115, 14.19391"
Karres,Karres,609,"47.21667, 10.78333"
Kalwang,Kalwang,772,"47.42678, 14.75442"
Kalsdorf bei Graz,Kalsdorf bei Graz,5171,"46.96528, 15.48028"
Kaindorf an der Sulm,Kaindorf an der Sulm,2432,"46.79248, 15.53879"
Warmbad-Judendorf,Warmbad-Judendorf,2302,"46.60126, 13.82241"
Jerzens,Jerzens,975,"47.1512, 10.74686"
